
TURNS: 7.5

Greninja: Water Shuriken [wtr] / Night Slash [drk]; Turns: 7.5; Damage: 1962
Latios: Dragon Breath [drg] / Aura Sphere [fig]; Turns: 10.0; Damage: 2826
Primeape*: *Karate Chop [fig] / Close Combat [fig]; Turns: 10.0; Damage: 2822 (both fighting)
Keldeo (Resolute)*: Poison Jab [poi] / *Secret Sword [fig]; Turns: 10.0; Damage: 2812
Armarouge*: Incinerate [fir] / Psyshock [psy]; Turns: 10.0; Damage: 2808
Kartana*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2789 (both bug)
Articuno (Galarian): Psycho Cut [psy] / Fly [fly]; Turns: 10.0; Damage: 2727
Enamorus (Therian): Fairy Wind [fai] / Fly [fly]; Turns: 10.0; Damage: 2727
Bewear: Low Kick [fig] / Superpower [fig]; Turns: 10.0; Damage: 2712 (both fighting)
Bewear: Shadow Claw [gho] / Superpower [fig]; Turns: 10.0; Damage: 2712
Quaquaval: Low Kick [fig] / *Hydro Cannon [wtr]; Turns: 10.0; Damage: 2703
Keldeo (Ordinary)*: Low Kick [fig] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2694
Keldeo (Resolute)*: Low Kick [fig] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2694
Mamoswine: Powder Snow [ice] / Icicle Spear [ice]; Turns: 10.0; Damage: 2694 (both ice)
Typhlosion (Hisuian)*: Ember [fir] / Wild Charge [elc]; Turns: 10.0; Damage: 2682
Vikavolt: *Volt Switch [elc] / X-Scissor [bug]; Turns: 10.0; Damage: 2673
Victini: Quick Attack [nrm] / V-Create [fir]; Turns: 10.0; Damage: 2653
Raichu (Alolan)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 2631 (both electric)
Kleavor: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2622 (both bug)
Pinsir: Fury Cutter [bug] / Superpower [fig]; Turns: 10.0; Damage: 2618
Genesect: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2611 (both bug)
Genesect (Burn): Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2611 (both bug)
Genesect (Chill): Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2611 (both bug)
Genesect (Douse): Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2611 (both bug)
Genesect (Shock): Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2611 (both bug)
Quaquaval: Wing Attack [fly] / *Hydro Cannon [wtr]; Turns: 10.0; Damage: 2596
Meloetta (Aria): Quick Attack [nrm] / Psyshock [psy]; Turns: 10.0; Damage: 2590
Raikou*: Volt Switch [elc] / Aura Sphere [fig]; Turns: 10.0; Damage: 2578
Heracross: Fury Cutter [bug] / Upper Hand [fig]; Turns: 10.0; Damage: 2552
Flareon*: Ember [fir] / *Heat Wave [fir]; Turns: 10.0; Damage: 2549 (both fire)
Toxicroak*: Poison Sting [poi] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2532
Keldeo (Ordinary)*: Poison Jab [poi] / Sacred Sword [fig]; Turns: 10.0; Damage: 2529
Raichu*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 2526 (both electric)
Zeraora*: Volt Switch [elc] / Thunder Punch [elc]; Turns: 10.0; Damage: 2522 (both electric)
Gengar*: Sucker Punch [drk] / *Shadow Punch [gho]; Turns: 10.0; Damage: 2515
Morpeko (Full Belly)*: Thunder Shock [elc] / Aura Wheel [elc]; Turns: 10.0; Damage: 2513 (both electric)
Regieleki*: Volt Switch [elc] / *Thunder Cage [elc]; Turns: 10.0; Damage: 2502 (both electric)
Togedemaru*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 2487 (both electric)
Ceruledge: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 2476 (both fire)
Pinsir: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2466 (both bug)
Gallade*: Confusion [psy] / Leaf Blade [grs]; Turns: 10.0; Damage: 2462
Azelf: Confusion [psy] / Swift [nrm]; Turns: 10.0; Damage: 2457
Zoroark*: Shadow Claw [gho] / Foul Play [drk]; Turns: 10.0; Damage: 2454
Hawlucha*: Low Kick [fig] / Flying Press [fig]; Turns: 10.0; Damage: 2446 (both fighting)
Quaquaval: Low Kick [fig] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2445
Scizor*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2445 (both bug)
Emboar: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 2435 (both fire)
Samurott*: Fury Cutter [bug] / *Hydro Cannon [wtr]; Turns: 10.0; Damage: 2428
Armarouge*: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 2425 (both fire)
Kommo-o: Dragon Tail [drg] / Upper Hand [fig]; Turns: 10.0; Damage: 2421
Toucannon*: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 2421 (both flying)
Kyurem: Dragon Breath [drg] / *Glaciate [ice]; Turns: 10.0; Damage: 2415
Vikavolt: *Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 2412 (both electric)
Chesnaught: Low Kick [fig] / Superpower [fig]; Turns: 10.0; Damage: 2412 (both fighting)
Chesnaught: Vine Whip [grs] / Superpower [fig]; Turns: 10.0; Damage: 2412
Empoleon: Metal Sound [stl] / *Hydro Cannon [wtr]; Turns: 10.0; Damage: 2405
Latias: Dragon Breath [drg] / Aura Sphere [fig]; Turns: 10.0; Damage: 2404
Zoroark (Hisuian)*: Shadow Claw [gho] / Foul Play [drk]; Turns: 10.0; Damage: 2396
Flamigo: Double Kick [fig] / Upper Hand [fig]; Turns: 10.0; Damage: 2393 (both fighting)
Zeraora*: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 2393 (both electric)
Dodrio*: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 2378 (both flying)
Golisopod*: Fury Cutter [bug] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2378
Golisopod*: Fury Cutter [bug] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2378
Togekiss: Peck [fly] / *Aura Sphere [fig]; Turns: 10.0; Damage: 2372
Kleavor: Quick Attack [nrm] / X-Scissor [bug]; Turns: 10.0; Damage: 2369
Landorus (Therian)*: Mud Shot [grd] / *Sandsear Storm [grd]; Turns: 10.0; Damage: 2364 (both ground)
Toxicroak*: Mud Shot [grd] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2359
Flamigo: Wing Attack [fly] / Upper Hand [fig]; Turns: 10.0; Damage: 2352
Feraligatr: Shadow Claw [gho] / *Hydro Cannon [wtr]; Turns: 10.0; Damage: 2348
Quaquaval: Wing Attack [fly] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2338
Kingambit*: Metal Sound [stl] / Foul Play [drk]; Turns: 10.0; Damage: 2336
Typhlosion (Hisuian)*: Ember [fir] / Night Shade [gho]; Turns: 10.0; Damage: 2336
Zeraora*: Spark [elc] / Plasma Fists [elc]; Turns: 10.0; Damage: 2336 (both electric)
Rapidash*: *Ember [fir] / *Wild Charge [elc]; Turns: 10.0; Damage: 2333
Rapidash (Galarian)*: Psycho Cut [psy] / *Wild Charge [elc]; Turns: 10.0; Damage: 2333
Rapidash (Galarian)*: Fairy Wind [fai] / *Wild Charge [elc]; Turns: 10.0; Damage: 2333
Marshadow: Shadow Claw [gho] / Fire Punch [fir]; Turns: 10.0; Damage: 2312
Marshadow: Shadow Claw [gho] / Thunder Punch [elc]; Turns: 10.0; Damage: 2312
Marshadow: Shadow Claw [gho] / Ice Punch [ice]; Turns: 10.0; Damage: 2312
Electrode (Hisuian)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 2304 (both electric)
Dragonite: Dragon Breath [drg] / Thunder Punch [elc]; Turns: 10.0; Damage: 2295
Dragonite: Dragon Tail [drg] / Thunder Punch [elc]; Turns: 10.0; Damage: 2295
Pinsir: Fury Cutter [bug] / Vise Grip [nrm]; Turns: 10.0; Damage: 2293
Starmie: Psywave [psy] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2290
Cetitan*: Powder Snow [ice] / Superpower [fig]; Turns: 10.0; Damage: 2288
Beartic: Powder Snow [ice] / Ice Punch [ice]; Turns: 10.0; Damage: 2287 (both ice)
Centiskorch: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 2280 (both fire)
Kabutops*: *Fury Cutter [bug] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2280
Zapdos*: *Thunder Shock [elc] / Heat Wave [fir]; Turns: 10.0; Damage: 2277
Thundurus (Incarnate)*: Thunder Shock [elc] / Crunch [drk]; Turns: 10.0; Damage: 2273
Cetitan*: Powder Snow [ice] / Icicle Spear [ice]; Turns: 10.0; Damage: 2269 (both ice)
Melmetal*: Thunder Shock [elc] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2260
Golisopod*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2259 (both bug)
Golisopod*: Shadow Claw [gho] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2259
Golisopod*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2259 (both bug)
Golisopod*: Shadow Claw [gho] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2259
Scyther*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 2259 (both bug)
Roserade*: Poison Jab [poi] / *Weather Ball (Fire) [fir]; Turns: 10.0; Damage: 2253
Decidueye (Hisuian)*: Psycho Cut [psy] / Energy Ball [grs]; Turns: 10.0; Damage: 2246
Keldeo (Ordinary)*: Low Kick [fig] / X-Scissor [bug]; Turns: 10.0; Damage: 2245
Keldeo (Resolute)*: Low Kick [fig] / X-Scissor [bug]; Turns: 10.0; Damage: 2245
Sneasler: Shadow Claw [gho] / X-Scissor [bug]; Turns: 10.0; Damage: 2236
Flygon*: Dragon Tail [drg] / Twister [drg]; Turns: 10.0; Damage: 2236 (both dragon)
Machamp*: *Karate Chop [fig] / Rock Slide [rck]; Turns: 10.0; Damage: 2233
Machoke*: Karate Chop [fig] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2220 (both fighting)
Rapidash*: Incinerate [fir] / Drill Run [grd]; Turns: 10.0; Damage: 2220
Espeon: Confusion [psy] / Psychic Fangs [psy]; Turns: 10.0; Damage: 2219 (both psychic)
Raichu (Alolan)*: Volt Switch [elc] / Psyshock [psy]; Turns: 10.0; Damage: 2219
Tauros (Aqua): Double Kick [fig] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2214
Groudon*: Dragon Tail [drg] / *Fire Punch [fir]; Turns: 10.0; Damage: 2209
Landorus (Incarnate): Mud Shot [grd] / Rock Slide [rck]; Turns: 10.0; Damage: 2206
Jolteon*: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 2203 (both electric)
Kommo-o: Metal Sound [stl] / Upper Hand [fig]; Turns: 10.0; Damage: 2199
Electivire*: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 2195
Magneton*: Thunder Shock [elc] / Magnet Bomb [stl]; Turns: 10.0; Damage: 2189
Typhlosion*: Incinerate [fir] / Thunder Punch [elc]; Turns: 10.0; Damage: 2189
Mew*: Volt Switch [elc] / Psyshock [psy]; Turns: 10.0; Damage: 2184
Mew*: Dragon Tail [drg] / Psyshock [psy]; Turns: 10.0; Damage: 2176
Mew*: Shadow Claw [gho] / Psyshock [psy]; Turns: 10.0; Damage: 2176
Togekiss: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 2168
Porygon-Z: Lock On [nrm] / *Tri Attack [nrm]; Turns: 10.0; Damage: 2160 (both normal)
Pangoro*: Karate Chop [fig] / Rock Slide [rck]; Turns: 10.0; Damage: 2157
Excadrill*: Mud Shot [grd] / Rock Slide [rck]; Turns: 10.0; Damage: 2155
Gyarados*: Dragon Breath [drg] / Twister [drg]; Turns: 10.0; Damage: 2154 (both dragon)
Gyarados*: *Dragon Tail [drg] / Twister [drg]; Turns: 10.0; Damage: 2154 (both dragon)
Pawmot*: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 2151
Machamp*: Bullet Punch [stl] / Cross Chop [fig]; Turns: 10.0; Damage: 2148
Rapidash*: *Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 2145 (both fire)
Golisopod*: Shadow Claw [gho] / X-Scissor [bug]; Turns: 10.0; Damage: 2140
Golisopod*: Shadow Claw [gho] / X-Scissor [bug]; Turns: 10.0; Damage: 2140
Exeggutor (Alolan)*: Dragon Tail [drg] / Seed Bomb [grs]; Turns: 10.0; Damage: 2132
Grimmsnarl*: Low Kick [fig] / Foul Play [drk]; Turns: 10.0; Damage: 2125
Magneton*: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 2117 (both electric)
Emboar: Ember [fir] / Rock Slide [rck]; Turns: 10.0; Damage: 2115
Espathra: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 2114
Salazzle: Incinerate [fir] / Poison Fang [poi]; Turns: 10.0; Damage: 2114
Ampharos*: Volt Switch [elc] / Thunder Punch [elc]; Turns: 10.0; Damage: 2112 (both electric)
Lurantis*: Leafage [grs] / Superpower [fig]; Turns: 10.0; Damage: 2112
Mienshao*: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 2110 (both fighting)
Mienshao*: Low Kick [fig] / Blaze Kick [fir]; Turns: 10.0; Damage: 2110
Mienshao*: Poison Jab [poi] / Brutal Swing [drk]; Turns: 10.0; Damage: 2110
Xatu: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 2094
Bruxish: Confusion [psy] / Aqua Tail [wtr]; Turns: 10.0; Damage: 2089
Florges: Fairy Wind [fai] / Disarming Voice [fai]; Turns: 10.0; Damage: 2081 (both fairy)
Starmie: Quick Attack [nrm] / Aqua Jet [wtr]; Turns: 10.0; Damage: 2080
Victini: Quick Attack [nrm] / Psyshock [psy]; Turns: 10.0; Damage: 2080
Toxtricity*: Acid [poi] / Discharge [elc]; Turns: 10.0; Damage: 2077
Slowking (Galarian)*: Acid [poi] / Psyshock [psy]; Turns: 10.0; Damage: 2072
Quaquaval: Low Kick [fig] / Aqua Step [wtr]; Turns: 10.0; Damage: 2059
Kingambit*: Metal Sound [stl] / X-Scissor [bug]; Turns: 10.0; Damage: 2055
Venusaur: Vine Whip [grs] / Sludge [poi]; Turns: 10.0; Damage: 2052
Swampert*: Mud Shot [grd] / Surf [wtr]; Turns: 10.0; Damage: 2042
Poliwrath*: Mud Shot [grd] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2035
Pawmot*: Low Kick [fig] / Discharge [elc]; Turns: 10.0; Damage: 2024
Flygon*: Sand Attack [grd] / Twister [drg]; Turns: 10.0; Damage: 2012
Leavanny*: *Shadow Claw [gho] / X-Scissor [bug]; Turns: 10.0; Damage: 2012
Raichu (Alolan)*: Volt Switch [elc] / Thunder Punch [elc]; Turns: 10.0; Damage: 2012 (both electric)
Lurantis*: Fury Cutter [bug] / Superpower [fig]; Turns: 10.0; Damage: 2007
Clefable*: Fairy Wind [fai] / Meteor Mash [stl]; Turns: 10.0; Damage: 2006
Hydrapple*: Dragon Tail [drg] / Seed Bomb [grs]; Turns: 10.0; Damage: 2002
Garchomp*: Dragon Tail [drg] / Sand Tomb [grd]; Turns: 10.0; Damage: 1993
Conkeldurr: Poison Jab [poi] / *Brutal Swing [drk]; Turns: 10.0; Damage: 1988
Fearow: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1985 (both flying)
Mew*: Infestation [bug] / Psyshock [psy]; Turns: 10.0; Damage: 1985
Walrein: *Powder Snow [ice] / *Icicle Spear [ice]; Turns: 10.0; Damage: 1985 (both ice)
Flapple*: Dragon Breath [drg] / Seed Bomb [grs]; Turns: 10.0; Damage: 1984
Omastar*: Mud Shot [grd] / *Rock Slide [rck]; Turns: 10.0; Damage: 1975
Piloswine: Powder Snow [ice] / Icicle Spear [ice]; Turns: 10.0; Damage: 1974 (both ice)
Scizor*: Bullet Punch [stl] / Night Slash [drk]; Turns: 10.0; Damage: 1973
Bewear: Low Kick [fig] / Stomp [nrm]; Turns: 10.0; Damage: 1972
Bewear: Shadow Claw [gho] / Stomp [nrm]; Turns: 10.0; Damage: 1972
Overqwil*: Poison Jab [poi] / Aqua Tail [wtr]; Turns: 10.0; Damage: 1957
Quaquaval: Wing Attack [fly] / Aqua Step [wtr]; Turns: 10.0; Damage: 1952
Ursaring*: Metal Claw [stl] / Swift [nrm]; Turns: 10.0; Damage: 1952
Melmetal*: Thunder Shock [elc] / Rock Slide [rck]; Turns: 10.0; Damage: 1951
Pangoro*: Bullet Punch [stl] / Night Slash [drk]; Turns: 10.0; Damage: 1951
Crustle: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1948 (both bug)
Malamar*: Psywave [psy] / Superpower [fig]; Turns: 10.0; Damage: 1947
Regidrago: *Dragon Breath [drg] / Vise Grip [nrm]; Turns: 10.0; Damage: 1946
Haunter*: Shadow Claw [gho] / Ice Punch [ice]; Turns: 10.0; Damage: 1946
Magneton*: Metal Sound [stl] / Discharge [elc]; Turns: 10.0; Damage: 1946
Armaldo*: Fury Cutter [bug] / Rock Blast [rck]; Turns: 10.0; Damage: 1937
Kommo-o: Dragon Tail [drg] / Brick Break [fig]; Turns: 10.0; Damage: 1937
Raichu*: Volt Switch [elc] / Thunder Punch [elc]; Turns: 10.0; Damage: 1932 (both electric)
Zapdos*: *Thunder Shock [elc] / Ancient Power [rck]; Turns: 10.0; Damage: 1932
Mesprit: Confusion [psy] / Swift [nrm]; Turns: 10.0; Damage: 1929
Kilowattrel: Thunder Shock [elc] / Aerial Ace [fly]; Turns: 10.0; Damage: 1928
Pawmo*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1924 (both electric)
Electivire*: Low Kick [fig] / Ice Punch [ice]; Turns: 10.0; Damage: 1924
Centiskorch: Ember [fir] / Lunge [bug]; Turns: 10.0; Damage: 1920
Electrode (Hisuian)*: Thunder Shock [elc] / Energy Ball [grs]; Turns: 10.0; Damage: 1920
Goodra*: Dragon Breath [drg] / *Thunder Punch [elc]; Turns: 10.0; Damage: 1920
Incineroar*: Double Kick [fig] / Blaze Kick [fir]; Turns: 10.0; Damage: 1919
Articuno (Galarian): Psycho Cut [psy] / Ancient Power [rck]; Turns: 10.0; Damage: 1909
Empoleon: Metal Sound [stl] / Drill Peck [fly]; Turns: 10.0; Damage: 1909
Enamorus (Therian): Fairy Wind [fai] / Mystical Fire [fir]; Turns: 10.0; Damage: 1909
Murkrow: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1909 (both flying)
Galvantula*: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 1908 (both electric)
Octillery*: Lock On [nrm] / Water Pulse [wtr]; Turns: 10.0; Damage: 1898
Pawmot*: Low Kick [fig] / *Brick Break [fig]; Turns: 10.0; Damage: 1898 (both fighting)
Decidueye (Hisuian)*: Psycho Cut [psy] / Trailblaze [grs]; Turns: 10.0; Damage: 1897
Golem (Alolan)*: Volt Switch [elc] / Rock Blast [rck]; Turns: 10.0; Damage: 1895
Landorus (Therian)*: Mud Shot [grd] / Bulldoze [grd]; Turns: 10.0; Damage: 1891 (both ground)
Sawk*: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1890 (both fighting)
Sawk*: Poison Jab [poi] / Body Slam [nrm]; Turns: 10.0; Damage: 1890
Samurott (Hisuian)*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1882 (both bug)
Centiskorch: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1880
Shelgon*: Dragon Breath [drg] / Twister [drg]; Turns: 10.0; Damage: 1876 (both dragon)
Hitmonlee: Double Kick [fig] / *Brick Break [fig]; Turns: 10.0; Damage: 1873 (both fighting)
Hitmonlee: Double Kick [fig] / Blaze Kick [fir]; Turns: 10.0; Damage: 1873
Galvantula*: Fury Cutter [bug] / Discharge [elc]; Turns: 10.0; Damage: 1863
Trevenant: Shadow Claw [gho] / Seed Bomb [grs]; Turns: 10.0; Damage: 1863
Ponyta*: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1854 (both fire)
Malamar*: Peck [fly] / Superpower [fig]; Turns: 10.0; Damage: 1850
Trevenant: Shadow Claw [gho] / Foul Play [drk]; Turns: 10.0; Damage: 1845
Malamar*: Psywave [psy] / Foul Play [drk]; Turns: 10.0; Damage: 1834
Decidueye: Leafage [grs] / Spirit Shackle [gho]; Turns: 10.0; Damage: 1832
Hitmonlee: Low Kick [fig] / *Brick Break [fig]; Turns: 10.0; Damage: 1832 (both fighting)
Hitmonlee: Low Kick [fig] / Blaze Kick [fir]; Turns: 10.0; Damage: 1832
Heracross: Fury Cutter [bug] / Rock Blast [rck]; Turns: 10.0; Damage: 1829
Mienshao*: Low Kick [fig] / Drain Punch [fig]; Turns: 10.0; Damage: 1829 (both fighting)
Typhlosion*: Shadow Claw [gho] / Thunder Punch [elc]; Turns: 10.0; Damage: 1824
Murkrow: Peck [fly] / Foul Play [drk]; Turns: 10.0; Damage: 1813
Raichu (Alolan)*: Thunder Shock [elc] / Surf [wtr]; Turns: 10.0; Damage: 1809
Gengar*: Shadow Claw [gho] / Drain Punch [fig]; Turns: 10.0; Damage: 1803
Annihilape*: Low Kick [fig] / Ice Punch [ice]; Turns: 10.0; Damage: 1800
Scolipede*: Poison Jab [poi] / Aqua Tail [wtr]; Turns: 10.0; Damage: 1790
Rapidash*: Low Kick [fig] / Drill Run [grd]; Turns: 10.0; Damage: 1787
Cobalion*: Metal Claw [stl] / *Sacred Sword [fig]; Turns: 10.0; Damage: 1780
Hitmonlee: Double Kick [fig] / *Stomp [nrm]; Turns: 10.0; Damage: 1771
Bruxish: Confusion [psy] / Psychic Fangs [psy]; Turns: 10.0; Damage: 1768 (both psychic)
Drapion*: Poison Sting [poi] / Crunch [drk]; Turns: 10.0; Damage: 1767
Lurantis*: Leafage [grs] / X-Scissor [bug]; Turns: 10.0; Damage: 1762
Fearow: Peck [fly] / Drill Run [grd]; Turns: 10.0; Damage: 1753
Fearow: Peck [fly] / *Twister [drg]; Turns: 10.0; Damage: 1753
Gourgeist (Super)*: Incinerate [fir] / Seed Bomb [grs]; Turns: 10.0; Damage: 1753
Sylveon*: Quick Attack [nrm] / *Psyshock [psy]; Turns: 10.0; Damage: 1753
Lampent: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1751 (both fire)
Ninetales*: *Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1751 (both fire)
Electabuzz*: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 1746
Zebstrika: Low Kick [fig] / Discharge [elc]; Turns: 10.0; Damage: 1745
Decidueye (Hisuian)*: Psycho Cut [psy] / Night Shade [gho]; Turns: 10.0; Damage: 1742
Kabutops*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1740
Malamar*: Peck [fly] / Foul Play [drk]; Turns: 10.0; Damage: 1737
Sandslash (Alolan): Powder Snow [ice] / Ice Punch [ice]; Turns: 10.0; Damage: 1737 (both ice)
Gourgeist (Super)*: Incinerate [fir] / Foul Play [drk]; Turns: 10.0; Damage: 1737
Raichu*: Thunder Shock [elc] / Surf [wtr]; Turns: 10.0; Damage: 1737
Toucannon*: Peck [fly] / Rock Blast [rck]; Turns: 10.0; Damage: 1735
Trumbeak: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1734 (both flying)
Hitmonlee: Low Kick [fig] / *Stomp [nrm]; Turns: 10.0; Damage: 1730
Golem*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1726
Gourgeist (Large)*: Incinerate [fir] / Seed Bomb [grs]; Turns: 10.0; Damage: 1724
Doduo*: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1723 (both flying)
Monferno*: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1723 (both fire)
Kommo-o: Metal Sound [stl] / Brick Break [fig]; Turns: 10.0; Damage: 1715
Florges: Fairy Wind [fai] / Trailblaze [grs]; Turns: 10.0; Damage: 1715
Gogoat*: Vine Whip [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 1710 (both grass)
Parasect*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1710 (both bug)
Dudunsparce*: Dragon Tail [drg] / Drill Run [grd]; Turns: 10.0; Damage: 1709
Gourgeist (Large)*: Incinerate [fir] / Foul Play [drk]; Turns: 10.0; Damage: 1708
Toxicroak*: Poison Sting [poi] / Mud Bomb [grd]; Turns: 10.0; Damage: 1707
Sandslash (Alolan): Powder Snow [ice] / Drill Run [grd]; Turns: 10.0; Damage: 1705
Larvesta: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1701 (both fire)
Lunatone*: Confusion [psy] / Weather Ball (Ice) [ice]; Turns: 10.0; Damage: 1696
Solrock*: Confusion [psy] / Weather Ball (Fire) [fir]; Turns: 10.0; Damage: 1696
Primeape*: Low Kick [fig] / Ice Punch [ice]; Turns: 10.0; Damage: 1693
Victreebel*: Acid [poi] / Leaf Tornado [grs]; Turns: 10.0; Damage: 1693
Thievul*: Sucker Punch [drk] / Night Slash [drk]; Turns: 10.0; Damage: 1688 (both dark)
Gourgeist (Average)*: Incinerate [fir] / Seed Bomb [grs]; Turns: 10.0; Damage: 1686
Hawlucha*: Low Kick [fig] / X-Scissor [bug]; Turns: 10.0; Damage: 1684
Perrserker: Shadow Claw [gho] / Foul Play [drk]; Turns: 10.0; Damage: 1684
Perrserker: Metal Sound [stl] / Foul Play [drk]; Turns: 10.0; Damage: 1684
Gourgeist (Average)*: Incinerate [fir] / Foul Play [drk]; Turns: 10.0; Damage: 1670
Smoochum: Powder Snow [ice] / Psyshock [psy]; Turns: 10.0; Damage: 1669
Bronzong*: Metal Sound [stl] / Psyshock [psy]; Turns: 10.0; Damage: 1668
Politoed*: Mud Shot [grd] / Surf [wtr]; Turns: 10.0; Damage: 1660
Kricketune: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1658 (both bug)
Lurantis*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1658 (both bug)
Muk: Acid [poi] / Thunder Punch [elc]; Turns: 10.0; Damage: 1658
Slowbro (Galarian): Confusion [psy] / Brutal Swing [drk]; Turns: 10.0; Damage: 1656
Gourgeist (Small)*: Incinerate [fir] / Seed Bomb [grs]; Turns: 10.0; Damage: 1647
Torkoal: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1647 (both fire)
Chesnaught: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 1644
Chesnaught: Vine Whip [grs] / Thunder Punch [elc]; Turns: 10.0; Damage: 1644
Gigalith*: Lock On [nrm] / Heavy Slam [stl]; Turns: 10.0; Damage: 1643
Electrode: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 1643 (both electric)
Sandslash (Alolan): *Shadow Claw [gho] / Ice Punch [ice]; Turns: 10.0; Damage: 1641
Crustle: Fury Cutter [bug] / Rock Blast [rck]; Turns: 10.0; Damage: 1640
Ninetales (Alolan)*: Powder Snow [ice] / Psyshock [psy]; Turns: 10.0; Damage: 1638
Sawk*: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1638 (both fighting)
Doduo*: Quick Attack [nrm] / Drill Peck [fly]; Turns: 10.0; Damage: 1637
